eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
-13,45811,14841,17748,26261,7098,7789,10283,16694,forward
58,45811,14841,17748,26261,7098,7789,10283,16694,forward
43,45811,14841,17748,26261,7098,7789,10283,16694,forward
-30,45811,14841,17748,26261,7098,7789,10283,16694,forward
-19,45811,14841,17748,26261,7098,7789,10283,16694,forward
54,45811,14841,17748,26261,7098,7789,10283,16694,forward
-57,45811,14841,17748,26261,7098,7789,10283,16694,forward
67,45811,14841,17748,26261,7098,7789,10283,16694,forward
88,45811,14841,17748,26261,7098,7789,10283,16694,forward
48,45811,14841,17748,26261,7098,7789,10283,16694,forward
70,20279,14883,6864,4199,7415,9082,6159,2101,forward
43,20279,14883,6864,4199,7415,9082,6159,2101,forward
92,20279,14883,6864,4199,7415,9082,6159,2101,forward
48,20279,14883,6864,4199,7415,9082,6159,2101,forward
44,20279,14883,6864,4199,7415,9082,6159,2101,forward
39,20279,14883,6864,4199,7415,9082,6159,2101,forward
17,20279,14883,6864,4199,7415,9082,6159,2101,forward
10,20279,14883,6864,4199,7415,9082,6159,2101,forward
-2,20279,14883,6864,4199,7415,9082,6159,2101,forward
71,31379,19848,15914,6808,6024,7694,2319,1820,forward
91,31379,19848,15914,6808,6024,7694,2319,1820,forward
40,31379,19848,15914,6808,6024,7694,2319,1820,forward
59,31379,19848,15914,6808,6024,7694,2319,1820,forward
-41,31379,19848,15914,6808,6024,7694,2319,1820,forward
85,31379,19848,15914,6808,6024,7694,2319,1820,forward
81,31379,19848,15914,6808,6024,7694,2319,1820,forward
-3,31379,19848,15914,6808,6024,7694,2319,1820,forward
-17,31379,19848,15914,6808,6024,7694,2319,1820,forward
